,Index,yyyymm,Index,D12
1/05/1937,16.26,187101,4.44,0.26
1/06/1937,15.4,187102,4.5,0.26
1/07/1937,16.98,187103,4.61,0.26
1/08/1937,16.04,187104,4.74,0.26
1/09/1937,13.76,187105,4.86,0.26
1/10/1937,12.36,187106,4.82,0.26
1/11/1937,11.11,187107,4.73,0.26
1/12/1937,10.55,187108,4.79,0.26
1/01/1938,10.69,187109,4.84,0.26
1/02/1938,11.34,187110,4.59,0.26
1/03/1938,8.5,187111,4.64,0.26
1/04/1938,9.7,187112,4.74,0.26
1/05/1938,9.27,187201,4.86,0.2633
1/06/1938,11.56,187202,4.88,0.2667
1/07/1938,12.4,187203,5.04,0.27
1/08/1938,12.06,187204,5.18,0.2733
1/09/1938,12.24,187205,5.18,0.2767
1/10/1938,13.17,187206,5.13,0.28
1/11/1938,12.73,187207,5.1,0.2833
1/12/1938,13.21,187208,5.04,0.2867
1/01/1939,12.3,187209,4.95,0.29
1/02/1939,12.7,187210,4.97,0.2933
1/03/1939,10.98,187211,4.95,0.2967
1/04/1939,10.92,187212,5.07,0.3
1/05/1939,11.6,187301,5.11,0.3025
1/06/1939,10.86,187302,5.15,0.305
1/07/1939,12.04,187303,5.11,0.3075
1/08/1939,11.18,187304,5.04,0.31
1/09/1939,13.02,187305,5.05,0.3125
1/10/1939,12.83,187306,4.98,0.315
1/11/1939,12.2,187307,4.97,0.3175
1/12/1939,12.49,187308,4.97,0.32
1/01/1940,12.05,187309,4.59,0.3225
1/02/1940,12.13,187310,4.19,0.325
1/03/1940,12.25,187311,4.04,0.3275
1/04/1940,12.19,187312,4.42,0.33
1/05/1940,9.27,187401,4.66,0.33
1/06/1940,9.98,187402,4.8,0.33
1/07/1940,10.29,187403,4.73,0.33
1/08/1940,10.56,187404,4.6,0.33
1/09/1940,10.66,187405,4.48,0.33
1/10/1940,11.08,187406,4.46,0.33
1/11/1940,10.61,187407,4.46,0.33
1/12/1940,10.58,187408,4.47,0.33
1/01/1941,10.07,187409,4.54,0.33
1/02/1941,9.92,187410,4.53,0.33
1/03/1941,9.96,187411,4.57,0.33
1/04/1941,9.31,187412,4.54,0.33
1/05/1941,9.35,187501,4.54,0.3275
1/06/1941,9.85,187502,4.53,0.325
1/07/1941,10.39,187503,4.59,0.3225
1/08/1941,10.3,187504,4.65,0.32
1/09/1941,10.2,187505,4.47,0.3175
1/10/1941,9.5,187506,4.38,0.315
1/11/1941,9.1,187507,4.39,0.3125
1/12/1941,8.69,187508,4.41,0.31
1/01/1942,8.81,187509,4.37,0.3075
1/02/1942,8.59,187510,4.3,0.305
1/03/1942,8.01,187511,4.37,0.3025
1/04/1942,7.66,187512,4.37,0.3
1/05/1942,8.15,187601,4.46,0.3
1/06/1942,8.3,187602,4.52,0.3
1/07/1942,8.56,187603,4.51,0.3
1/08/1942,8.62,187604,4.34,0.3
1/09/1942,8.85,187605,4.18,0.3
1/10/1942,9.42,187606,4.15,0.3
1/11/1942,9.29,187607,4.1,0.3
1/12/1942,9.77,187608,3.93,0.3
1/01/1943,10.47,187609,3.69,0.3
1/02/1943,11,187610,3.67,0.3
1/03/1943,11.58,187611,3.6,0.3
1/04/1943,11.59,187612,3.58,0.3
1/05/1943,12.11,187701,3.55,0.2908
1/06/1943,12.35,187702,3.34,0.2817
1/07/1943,11.68,187703,3.17,0.2725
1/08/1943,11.8,187704,2.94,0.2633
1/09/1943,12.08,187705,2.94,0.2542
1/10/1943,11.92,187706,2.73,0.245
1/11/1943,11.02,187707,2.85,0.2358
1/12/1943,11.67,187708,3.05,0.2267
1/01/1944,11.85,187709,3.24,0.2175
1/02/1944,11.82,187710,3.31,0.2083
1/03/1944,12.02,187711,3.26,0.1992
1/04/1944,11.87,187712,3.25,0.19
1/05/1944,12.35,187801,3.25,0.1892
1/06/1944,12.98,187802,3.18,0.1883
1/07/1944,12.71,187803,3.24,0.1875
1/08/1944,12.82,187804,3.33,0.1867
1/09/1944,12.78,187805,3.34,0.1858
1/10/1944,12.78,187806,3.41,0.185
1/11/1944,12.83,187807,3.48,0.1842
1/12/1944,13.28,187808,3.45,0.1833
1/01/1945,13.47,187809,3.52,0.1825
1/02/1945,14.3,187810,3.48,0.1817
1/03/1945,13.64,187811,3.47,0.1808
1/04/1945,14.84,187812,3.45,0.18
1/05/1945,15.01,187901,3.58,0.1817
1/06/1945,14.96,187902,3.71,0.1833
1/07/1945,14.66,187903,3.65,0.185
1/08/1945,15.51,187904,3.77,0.1867
1/09/1945,16.16,187905,3.94,0.1883
1/10/1945,16.65,187906,3.96,0.19
1/11/1945,17.19,187907,4.04,0.1917
1/12/1945,17.36,187908,4.07,0.1933
1/01/1946,18.57,187909,4.22,0.195
1/02/1946,17.28,187910,4.68,0.1967
1/03/1946,18.08,187911,4.93,0.1983
1/04/1946,18.76,187912,4.92,0.2
1/05/1946,19.18,188001,5.11,0.205
1/06/1946,18.43,188002,5.2,0.21
1/07/1946,17.96,188003,5.3,0.215
1/08/1946,16.65,188004,5.18,0.22
1/09/1946,14.96,188005,4.77,0.225
1/10/1946,14.84,188006,4.79,0.23
1/11/1946,14.67,188007,5.01,0.235
1/12/1946,15.3,188008,5.19,0.24
1/01/1947,15.66,188009,5.18,0.245
1/02/1947,15.43,188010,5.33,0.25
1/03/1947,15.17,188011,5.61,0.255
1/04/1947,14.58,188012,5.84,0.26
1/05/1947,14.45,188101,6.19,0.265
1/06/1947,15.21,188102,6.17,0.27
1/07/1947,15.76,188103,6.24,0.275
1/08/1947,15.32,188104,6.22,0.28
1/09/1947,15.11,188105,6.5,0.285
1/10/1947,15.43,188106,6.58,0.29
1/11/1947,14.99,188107,6.35,0.295
1/12/1947,15.3,188108,6.2,0.3
1/01/1948,14.69,188109,6.25,0.305
1/02/1948,14,188110,6.15,0.31
1/03/1948,15.08,188111,6.19,0.315
1/04/1948,15.48,188112,6.01,0.32
1/05/1948,16.69,188201,5.92,0.32
1/06/1948,16.74,188202,5.79,0.32
1/07/1948,15.85,188203,5.78,0.32
1/08/1948,15.97,188204,5.78,0.32
1/09/1948,15.49,188205,5.71,0.32
1/10/1948,16.54,188206,5.68,0.32
1/11/1948,14.75,188207,6,0.32
1/12/1948,15.2,188208,6.18,0.32
1/01/1949,15.22,188209,6.24,0.32
1/02/1949,14.62,188210,6.07,0.32
1/03/1949,15.06,188211,5.81,0.32
1/04/1949,14.74,188212,5.84,0.32
1/05/1949,14.19,188301,5.81,0.3208
1/06/1949,14.16,188302,5.68,0.3217
1/07/1949,15.04,188303,5.75,0.3225
1/08/1949,15.22,188304,5.87,0.3233
1/09/1949,15.58,188305,5.77,0.3242
1/10/1949,16.04,188306,5.82,0.325
1/11/1949,16.06,188307,5.73,0.3258
1/12/1949,16.76,188308,5.47,0.3267
1/01/1950,17.05,188309,5.53,0.3275
1/02/1950,17.22,188310,5.38,0.3283
1/03/1950,17.29,188311,5.46,0.3292
1/04/1950,18.07,188312,5.34,0.33
1/05/1950,18.78,188401,5.18,0.3283
1/06/1950,17.69,188402,5.32,0.3267
1/07/1950,17.84,188403,5.3,0.325
1/08/1950,18.42,188404,5.06,0.3233
1/09/1950,19.45,188405,4.65,0.3217
1/10/1950,19.53,188406,4.46,0.32
1/11/1950,19.51,188407,4.46,0.3183
1/12/1950,20.41,188408,4.74,0.3167
1/01/1951,21.66,188409,4.59,0.315
1/02/1951,21.8,188410,4.44,0.3133
1/03/1951,21.4,188411,4.35,0.3117
1/04/1951,22.43,188412,4.34,0.31
1/05/1951,21.52,188501,4.24,0.3042
1/06/1951,20.96,188502,4.37,0.2983
1/07/1951,22.4,188503,4.38,0.2925
1/08/1951,23.28,188504,4.37,0.2867
1/09/1951,23.26,188505,4.32,0.2808
1/10/1951,22.94,188506,4.3,0.275
1/11/1951,22.88,188507,4.46,0.2692
1/12/1951,23.77,188508,4.71,0.2633
1/01/1952,24.14,188509,4.65,0.2575
1/02/1952,23.26,188510,4.92,0.2517
1/03/1952,24.37,188511,5.24,0.2458
1/04/1952,23.32,188512,5.2,0.24
1/05/1952,23.86,188601,5.2,0.2383
1/06/1952,24.96,188602,5.3,0.2367
1/07/1952,25.4,188603,5.19,0.235
1/08/1952,25.03,188604,5.12,0.2333
1/09/1952,24.54,188605,5.02,0.2317
1/10/1952,24.52,188606,5.25,0.23
1/11/1952,25.66,188607,5.33,0.2283
1/12/1952,26.57,188608,5.37,0.2267
1/01/1953,26.38,188609,5.51,0.225
1/02/1953,25.9,188610,5.65,0.2233
1/03/1953,25.29,188611,5.79,0.2217
1/04/1953,24.62,188612,5.64,0.22
1/05/1953,24.54,188701,5.58,0.2225
1/06/1953,24.14,188702,5.54,0.225
1/07/1953,24.75,188703,5.67,0.2275
1/08/1953,23.32,188704,5.8,0.23
1/09/1953,23.35,188705,5.9,0.2325
1/10/1953,24.54,188706,5.73,0.235
1/11/1953,24.76,188707,5.59,0.2375
1/12/1953,24.81,188708,5.45,0.24
1/01/1954,26.08,188709,5.38,0.2425
1/02/1954,26.15,188710,5.2,0.245
1/03/1954,26.94,188711,5.3,0.2475
1/04/1954,28.26,188712,5.27,0.25
1/05/1954,29.19,188801,5.31,0.2483
1/06/1954,29.21,188802,5.28,0.2467
1/07/1954,30.88,188803,5.08,0.245
1/08/1954,29.83,188804,5.1,0.2433
1/09/1954,32.31,188805,5.17,0.2417
1/10/1954,31.68,188806,5.01,0.24
1/11/1954,34.24,188807,5.14,0.2383
1/12/1954,35.98,188808,5.25,0.2367
1/01/1955,36.63,188809,5.38,0.235
1/02/1955,36.76,188810,5.35,0.2333
1/03/1955,36.58,188811,5.24,0.2317
1/04/1955,37.96,188812,5.14,0.23
1/05/1955,37.91,188901,5.24,0.2292
1/06/1955,41.03,188902,5.3,0.2283
1/07/1955,43.52,188903,5.19,0.2275
1/08/1955,43.18,188904,5.18,0.2267
1/09/1955,43.67,188905,5.32,0.2258
1/10/1955,42.34,188906,5.41,0.225
1/11/1955,45.51,188907,5.3,0.2242
1/12/1955,45.48,188908,5.37,0.2233
1/01/1956,43.82,188909,5.5,0.2225
1/02/1956,45.34,188910,5.4,0.2217
1/03/1956,48.48,188911,5.35,0.2208
1/04/1956,48.38,188912,5.32,0.22
1/05/1956,45.2,189001,5.38,0.22
1/06/1956,46.97,189002,5.32,0.22
1/07/1956,49.39,189003,5.28,0.22
1/08/1956,47.51,189004,5.39,0.22
1/09/1956,45.35,189005,5.62,0.22
1/10/1956,45.58,189006,5.58,0.22
1/11/1956,45.08,189007,5.54,0.22
1/12/1956,46.67,189008,5.41,0.22
1/01/1957,44.72,189009,5.32,0.22
1/02/1957,43.26,189010,5.08,0.22
1/03/1957,44.11,189011,4.71,0.22
1/04/1957,45.74,189012,4.6,0.22
1/05/1957,47.43,189101,4.84,0.22
1/06/1957,47.37,189102,4.9,0.22
1/07/1957,47.91,189103,4.81,0.22
1/08/1957,45.22,189104,4.97,0.22
1/09/1957,42.42,189105,4.95,0.22
1/10/1957,41.06,189106,4.85,0.22
1/11/1957,41.72,189107,4.77,0.22
1/12/1957,39.99,189108,4.93,0.22
1/01/1958,41.7,189109,5.33,0.22
1/02/1958,40.84,189110,5.33,0.22
1/03/1958,42.1,189111,5.25,0.22
1/04/1958,43.44,189112,5.41,0.22
1/05/1958,44.09,189201,5.51,0.2217
1/06/1958,45.24,189202,5.52,0.2233
1/07/1958,47.19,189203,5.58,0.225
1/08/1958,47.75,189204,5.57,0.2267
1/09/1958,50.06,189205,5.57,0.2283
1/10/1958,51.33,189206,5.54,0.23
1/11/1958,52.48,189207,5.54,0.2317
1/12/1958,55.21,189208,5.62,0.2333
1/01/1959,55.42,189209,5.48,0.235
1/02/1959,55.41,189210,5.59,0.2367
1/03/1959,55.44,189211,5.57,0.2383
1/04/1959,57.59,189212,5.51,0.24
1/05/1959,58.68,189301,5.61,0.2408
1/06/1959,58.47,189302,5.51,0.2417
1/07/1959,60.51,189303,5.31,0.2425
1/08/1959,59.6,189304,5.31,0.2433
1/09/1959,56.88,189305,4.84,0.2442
1/10/1959,57.52,189306,4.61,0.245
1/11/1959,58.28,189307,4.18,0.2458
1/12/1959,59.89,189308,4.08,0.2467
1/01/1960,55.61,189309,4.37,0.2475
1/02/1960,56.12,189310,4.5,0.2483
1/03/1960,55.34,189311,4.57,0.2492
1/04/1960,54.37,189312,4.41,0.25
1/05/1960,55.83,189401,4.32,0.2467
1/06/1960,56.92,189402,4.38,0.2433
1/07/1960,55.51,189403,4.51,0.24
1/08/1960,56.96,189404,4.57,0.2367
1/09/1960,53.52,189405,4.4,0.2333
1/10/1960,53.39,189406,4.34,0.23
1/11/1960,55.54,189407,4.25,0.2267
1/12/1960,58.11,189408,4.41,0.2233
1/01/1961,61.78,189409,4.48,0.22
1/02/1961,63.44,189410,4.34,0.2167
1/03/1961,65.06,189411,4.34,0.2133
1/04/1961,65.31,189412,4.3,0.21
1/05/1961,66.56,189501,4.25,0.2083
1/06/1961,64.64,189502,4.19,0.2067
1/07/1961,66.76,189503,4.19,0.205
1/08/1961,68.07,189504,4.37,0.2033
1/09/1961,66.73,189505,4.61,0.2017
1/10/1961,68.62,189506,4.7,0.2
1/11/1961,71.32,189507,4.72,0.1983
1/12/1961,71.55,189508,4.79,0.1967
1/01/1962,68.84,189509,4.82,0.195
1/02/1962,69.96,189510,4.75,0.1933
1/03/1962,69.55,189511,4.59,0.1917
1/04/1962,65.24,189512,4.32,0.19
1/05/1962,59.63,189601,4.27,0.1892
1/06/1962,54.75,189602,4.45,0.1883
1/07/1962,58.23,189603,4.38,0.1875
1/08/1962,59.12,189604,4.42,0.1867
1/09/1962,56.27,189605,4.4,0.1858
1/10/1962,56.52,189606,4.32,0.185
1/11/1962,62.26,189607,4.04,0.1842
1/12/1962,63.1,189608,3.81,0.1833
1/01/1963,66.2,189609,4.01,0.1825
1/02/1963,64.29,189610,4.1,0.1817
1/03/1963,66.57,189611,4.38,0.1808
1/04/1963,69.8,189612,4.22,0.18
1/05/1963,70.8,189701,4.22,0.18
1/06/1963,69.37,189702,4.18,0.18
1/07/1963,69.13,189703,4.19,0.18
1/08/1963,72.5,189704,4.06,0.18
1/09/1963,71.7,189705,4.08,0.18
1/10/1963,74.01,189706,4.27,0.18
1/11/1963,73.23,189707,4.46,0.18
1/12/1963,75.02,189708,4.75,0.18
1/01/1964,77.04,189709,4.98,0.18
1/02/1964,77.8,189710,4.82,0.18
1/03/1964,78.98,189711,4.65,0.18
1/04/1964,79.46,189712,4.75,0.18
1/05/1964,80.37,189801,4.88,0.1817
1/06/1964,81.69,189802,4.87,0.1833
1/07/1964,83.18,189803,4.65,0.185
1/08/1964,81.83,189804,4.57,0.1867
1/09/1964,84.18,189805,4.87,0.1883
1/10/1964,84.86,189806,5.06,0.19
1/11/1964,84.42,189807,5.08,0.1917
1/12/1964,84.75,189808,5.27,0.1933
1/01/1965,87.56,189809,5.26,0.195
1/02/1965,87.43,189810,5.15,0.1967
1/03/1965,86.16,189811,5.32,0.1983
1/04/1965,89.11,189812,5.65,0.2
1/05/1965,88.42,189901,6.08,0.2008
1/06/1965,84.12,189902,6.31,0.2017
1/07/1965,85.25,189903,6.4,0.2025
1/08/1965,87.17,189904,6.48,0.2033
1/09/1965,89.96,189905,6.21,0.2042
1/10/1965,92.42,189906,6.07,0.205
1/11/1965,91.61,189907,6.28,0.2058
1/12/1965,92.43,189908,6.44,0.2067
1/01/1966,92.88,189909,6.37,0.2075
1/02/1966,91.22,189910,6.34,0.2083
1/03/1966,89.23,189911,6.46,0.2092
1/04/1966,91.06,189912,6.02,0.21
1/05/1966,86.13,190001,6.1,0.2175
1/06/1966,84.74,190002,6.21,0.225
1/07/1966,83.6,190003,6.26,0.2325
1/08/1966,77.1,190004,6.34,0.24
1/09/1966,76.56,190005,6.04,0.2475
1/10/1966,80.2,190006,5.86,0.255
1/11/1966,80.45,190007,5.86,0.2625
1/12/1966,80.33,190008,5.94,0.27
1/01/1967,86.61,190009,5.8,0.2775
1/02/1967,86.78,190010,6.01,0.285
1/03/1967,90.2,190011,6.48,0.2925
1/04/1967,94.01,190012,6.87,0.3
1/05/1967,89.08,190101,7.07,0.3017
1/06/1967,90.64,190102,7.25,0.3033
1/07/1967,94.75,190103,7.51,0.305
1/08/1967,93.64,190104,8.14,0.3067
1/09/1967,96.71,190105,7.73,0.3083
1/10/1967,93.9,190106,8.5,0.31
1/11/1967,94,190107,7.93,0.3117
1/12/1967,96.47,190108,8.04,0.3133
1/01/1968,92.24,190109,8,0.315
1/02/1968,89.36,190110,7.91,0.3167
1/03/1968,90.2,190111,8.08,0.3183
1/04/1968,97.59,190112,7.95,0.32
1/05/1968,98.68,190201,8.12,0.3208
1/06/1968,99.58,190202,8.19,0.3217
1/07/1968,97.74,190203,8.2,0.3225
1/08/1968,98.86,190204,8.48,0.3233
1/09/1968,102.67,190205,8.46,0.3242
1/10/1968,103.41,190206,8.41,0.325
1/11/1968,108.37,190207,8.6,0.3258
1/12/1968,103.86,190208,8.83,0.3267
1/01/1969,103.01,190209,8.85,0.3275
1/02/1969,98.13,190210,8.57,0.3283
1/03/1969,101.51,190211,8.24,0.3292
1/04/1969,103.69,190212,8.05,0.33
1/05/1969,103.46,190301,8.46,0.3317
1/06/1969,97.71,190302,8.41,0.3333
1/07/1969,91.83,190303,8.08,0.335
1/08/1969,95.51,190304,7.75,0.3367
1/09/1969,93.12,190305,7.6,0.3383
1/10/1969,97.24,190306,7.18,0.34
1/11/1969,93.81,190307,6.85,0.3417
1/12/1969,92.06,190308,6.63,0.3433
1/01/1970,85.02,190309,6.47,0.345
1/02/1970,89.5,190310,6.26,0.3467
1/03/1970,89.63,190311,6.28,0.3483
1/04/1970,81.52,190312,6.57,0.35
1/05/1970,76.55,190401,6.68,0.3467
1/06/1970,72.72,190402,6.5,0.3433
1/07/1970,78.05,190403,6.48,0.34
1/08/1970,81.52,190404,6.64,0.3367
1/09/1970,84.21,190405,6.5,0.3333
1/10/1970,83.25,190406,6.51,0.33
1/11/1970,87.2,190407,6.78,0.3267
1/12/1970,92.15,190408,7.01,0.3233
1/01/1971,95.88,190409,7.32,0.32
1/02/1971,96.75,190410,7.75,0.3167
1/03/1971,100.31,190411,8.17,0.3133
1/04/1971,103.95,190412,8.25,0.31
1/05/1971,99.63,190501,8.43,0.3117
1/06/1971,99.7,190502,8.8,0.3133
1/07/1971,95.58,190503,9.05,0.315
1/08/1971,99.03,190504,8.94,0.3167
1/09/1971,98.34,190505,8.5,0.3183
1/10/1971,94.23,190506,8.6,0.32
1/11/1971,93.99,190507,8.87,0.3217
1/12/1971,102.09,190508,9.2,0.3233
1/01/1972,103.94,190509,9.23,0.325
1/02/1972,106.57,190510,9.36,0.3267
1/03/1972,107.2,190511,9.31,0.3283
1/04/1972,107.67,190512,9.54,0.33
1/05/1972,109.53,190601,9.87,0.3358
1/06/1972,107.14,190602,9.8,0.3417
1/07/1972,107.39,190603,9.56,0.3475
1/08/1972,111.09,190604,9.43,0.3533
1/09/1972,110.55,190605,9.18,0.3592
1/10/1972,111.58,190606,9.3,0.365
1/11/1972,116.67,190607,9.06,0.3708
1/12/1972,118.05,190608,9.73,0.3767
1/01/1973,116.03,190609,10.03,0.3825
1/02/1973,111.68,190610,9.73,0.3883
1/03/1973,111.52,190611,9.93,0.3942
1/04/1973,106.97,190612,9.84,0.4
1/05/1973,104.95,190701,9.56,0.4033
1/06/1973,104.26,190702,9.26,0.4067
1/07/1973,108.22,190703,8.35,0.41
1/08/1973,104.25,190704,8.39,0.4133
1/09/1973,108.43,190705,8.1,0.4167
1/10/1973,108.29,190706,7.84,0.42
1/11/1973,95.96,190707,8.14,0.4233
1/12/1973,97.55,190708,7.53,0.4267
1/01/1974,96.57,190709,7.45,0.43
1/02/1974,96.22,190710,6.64,0.4333
1/03/1974,93.98,190711,6.25,0.4367
1/04/1974,90.31,190712,6.57,0.44
1/05/1974,87.28,190801,6.85,0.4367
1/06/1974,86,190802,6.6,0.4333
1/07/1974,79.31,190803,6.87,0.43
1/08/1974,72.15,190804,7.24,0.4267
1/09/1974,63.54,190805,7.63,0.4233
1/10/1974,73.9,190806,7.64,0.42
1/11/1974,69.97,190807,7.92,0.4167
1/12/1974,68.56,190808,8.26,0.4133
1/01/1975,76.98,190809,8.17,0.41
1/02/1975,81.59,190810,8.27,0.4067
1/03/1975,83.36,190811,8.83,0.4033
1/04/1975,87.3,190812,9.03,0.4
1/05/1975,91.15,190901,9.06,0.4033
1/06/1975,95.19,190902,8.8,0.4067
1/07/1975,88.75,190903,8.92,0.41
1/08/1975,86.88,190904,9.32,0.4133
1/09/1975,83.87,190905,9.63,0.4167
1/10/1975,89.04,190906,9.8,0.42
1/11/1975,91.24,190907,9.94,0.4233
1/12/1975,90.19,190908,10.18,0.4267
1/01/1976,100.86,190909,10.19,0.43
1/02/1976,99.71,190910,10.23,0.4333
1/03/1976,102.77,190911,10.18,0.4367
1/04/1976,101.64,190912,10.3,0.44
1/05/1976,100.18,191001,10.08,0.4425
1/06/1976,104.28,191002,9.72,0.445
1/07/1976,103.44,191003,9.96,0.4475
1/08/1976,102.91,191004,9.72,0.45
1/09/1976,105.24,191005,9.56,0.4525
1/10/1976,102.9,191006,9.1,0.455
1/11/1976,102.1,191007,8.64,0.4575
1/12/1976,107.46,191008,8.85,0.46
1/01/1977,102.03,191009,8.91,0.4625
1/02/1977,99.82,191010,9.32,0.465
1/03/1977,98.42,191011,9.31,0.4675
1/04/1977,98.44,191012,9.05,0.47
1/05/1977,96.12,191101,9.27,0.47
1/06/1977,100.48,191102,9.43,0.47
1/07/1977,98.85,191103,9.32,0.47
1/08/1977,96.77,191104,9.28,0.47
1/09/1977,96.53,191105,9.48,0.47
1/10/1977,92.34,191106,9.67,0.47
1/11/1977,94.83,191107,9.63,0.47
1/12/1977,95.1,191108,9.17,0.47
1/01/1978,89.25,191109,8.67,0.47
1/02/1978,87.04,191110,8.72,0.47
1/03/1978,89.21,191111,9.07,0.47
1/04/1978,96.83,191112,9.11,0.47
1/05/1978,97.24,191201,9.12,0.4708
1/06/1978,95.53,191202,9.04,0.4717
1/07/1978,100.68,191203,9.3,0.4725
1/08/1978,103.29,191204,9.59,0.4733
1/09/1978,102.54,191205,9.58,0.4742
1/10/1978,93.15,191206,9.58,0.475
1/11/1978,94.7,191207,9.59,0.4758
1/12/1978,96.11,191208,9.81,0.4767
1/01/1979,99.93,191209,9.86,0.4775
1/02/1979,96.28,191210,9.84,0.4783
1/03/1979,101.59,191211,9.73,0.4792
1/04/1979,101.76,191212,9.38,0.48
1/05/1979,99.08,191301,9.3,0.48
1/06/1979,102.91,191302,8.97,0.48
1/07/1979,103.81,191303,8.8,0.48
1/08/1979,109.32,191304,8.79,0.48
1/09/1979,109.32,191305,8.55,0.48
1/10/1979,101.82,191306,8.12,0.48
1/11/1979,106.16,191307,8.23,0.48
1/12/1979,107.94,191308,8.45,0.48
1/01/1980,114.16,191309,8.53,0.48
1/02/1980,113.66,191310,8.26,0.48
1/03/1980,102.09,191311,8.05,0.48
1/04/1980,106.29,191312,8.04,0.48
1/05/1980,111.24,191401,8.37,0.475
1/06/1980,114.24,191402,8.48,0.47
1/07/1980,121.67,191403,8.32,0.465
1/08/1980,122.38,191404,8.12,0.46
1/09/1980,125.46,191405,8.17,0.455
1/10/1980,127.47,191406,8.13,0.45
1/11/1980,140.52,191407,7.68,0.445
1/12/1980,135.76,191408,7.68,0.44
1/01/1981,129.55,191409,7.68,0.435
1/02/1981,131.27,191410,7.68,0.43
