Date,AU,US,Japan,UK,France,Germany,Switzerland,India,AU,US,Japan,UK,France,Germany,Switzerland,India,,,,,,,,
30/11/1984,,,,,,,,,,,,,,,,,,,,,,,,
31/12/1984,,,,,,,,,,,,,,,,,,,,,,,,
31/01/1985,0.0291,0.0317,0.0098,,,,,,5375.03,246112.91,96577.91,,,,,,,,,,,,,
28/02/1985,0.0329,0.0316,0.0094,,,,,,5375.03,246096.16,97316.98,,,,,,,,,,,,,
29/03/1985,0.0332,0.0317,0.0092,,,,,,5407.68,245948.33,109069.96,,,,,,,,,,,,,
30/04/1985,0.0343,0.0319,0.0095,,,,,,5407.68,245937.45,109433.17,,,,,,,,,,,,,
31/05/1985,0.0359,0.0304,0.0093,,,,,,5621.76,246130.99,109700.48,,,,,,,,,,,,,
28/06/1985,0.0359,0.03,0.0089,,,,,,5868.31,246068.93,110539.55,,,,,,,,,,,,,
31/07/1985,0.0305,0.03,0.0087,,,,,,5867.38,246204.82,110507.07,,,,,,,,,,,,,
30/08/1985,0.0322,0.0303,0.0086,,,,,,5867.38,246429.05,110814.62,,,,,,,,,,,,,
30/09/1985,0.0291,0.0319,0.0078,,,,,,5885.83,247558.62,112026.22,,,,,,,,,,,,,
31/10/1985,0.0289,0.0309,0.0075,,,,,,5882.96,247067.75,112476.9,,,,,,,,,,,,,
29/11/1985,0.0317,0.0297,0.0074,,,,,,5913.95,258728.35,113228.18,,,,,,,,,,,,,
31/12/1985,0.0284,0.0303,0.007,,,,,,6487.9,265662.31,113759.99,,,,,,,,,,,,,
31/01/1986,0.026,0.0304,0.0069,0.0162,,,,,6278.83,255289.35,113722.73,31582.66,,,,,,,,,,,,
28/02/1986,0.0266,0.0287,0.0061,0.015,,,,,6487.9,266827.97,114885.46,31877.85,,,,,,,,,,,,
31/03/1986,0.0247,0.0275,0.0058,0.0152,,,,,6478.56,266996.14,122533.27,33902.87,,,,,,,,,,,,
30/04/1986,0.0214,0.0277,0.0055,0.0145,,,,,6478.56,267084.59,122958.12,33997.31,,,,,,,,,,,,
30/05/1986,0.024,0.0269,0.0056,0.0163,,,,,6680.44,268920.03,123342.73,34000.63,,,,,,,,,,,,
30/06/1986,0.028,0.0265,0.005,0.0156,,,,,6937.21,269143.82,123789.67,34115.76,,,,,,,,,,,,
31/07/1986,0.0339,0.0281,0.0046,0.017,,,,,7091.47,268805.12,123805,34475.45,,,,,,,,,,,,
29/08/1986,0.0324,0.0265,0.0043,0.0164,,,,,7091.47,268755.17,124058.76,35753.87,,,,,,,,,,,,
30/09/1986,0.0313,0.0289,0.0044,0.0186,,,,,7006.7,269385.72,129644.22,36756.47,,,,,,,,,,,,
31/10/1986,0.0279,0.0276,0.005,0.0185,,,,,7022.63,269330.73,129993.49,36881.64,,,,,,,,,,,,
28/11/1986,0.0283,0.0272,0.0048,0.018,,,,,7022.63,269631.7,130786.1,36924.14,,,,,,,,,,,,
31/12/1986,0.0264,0.0277,0.0045,0.0198,,,,,6790.48,263438.21,132224.92,41705.66,,,,,,,,,,,,
30/01/1987,0.0268,0.0255,0.0039,0.0183,,,,,6996.98,273585.81,133348.04,41815.13,,,,,,,,,,,,
27/02/1987,0.0237,0.0237,0.0035,0.0167,,,,,6790.48,265531.14,144763.43,42210.77,,,,,,,,,,,,
31/03/1987,0.0223,0.0241,0.0042,0.0167,,,,,6988.45,274268.18,179491.45,45447.66,,,,,,,,,,,,
30/04/1987,0.0224,0.0246,0.0037,0.0156,,,,,6988.45,274046.65,180267.1,45606.98,,,,,,,,,,,,
29/05/1987,0.0214,0.0245,0.0037,0.0172,,,,,7115.18,276194.38,180743.64,45605.68,,,,,,,,,,,,
30/06/1987,0.0217,0.0235,0.004,0.0167,,,,,7468.17,277371.61,181536.21,45992.95,,,,,,,,,,,,
31/07/1987,0.0196,0.0226,0.0041,0.0166,0.0107,,,,7521.86,277264.78,181579.18,46130.1,25919.23,,,,,,,,,,,
31/08/1987,0.0179,0.0217,0.0037,0.017,0.01,,,,7577.11,277374.24,182228.59,47297.22,28408.49,,,,,,,,,,,
30/09/1987,0.0162,0.0224,0.0038,0.0163,0.0105,,,,8094.09,280098.49,187104.33,50157.15,28449.64,,,,,,,,,,,
30/10/1987,0.0266,0.0284,0.0041,0.0195,0.013,,,,8048.11,279740.63,187810.41,51607.44,28425,,,,,,,,,,,
30/11/1987,0.0248,0.0309,0.004,0.0205,0.0136,,,,8147.79,280082.74,188670.17,51533.36,28638.24,,,,,,,,,,,
31/12/1987,0.0255,0.0324,0.004,0.0216,0.0159,0.0274,,,8473.64,310860.05,190399.14,51555.64,34938.62,44017.49,,,,,,,,,,
29/01/1988,0.027,0.0293,0.0038,0.0221,0.0177,0.0293,,,8461.31,318714.61,190328.36,51963.45,34867.87,43991.21,,,,,,,,,,
29/02/1988,0.0267,0.028,0.0036,0.0226,0.0151,0.0255,,,8325.54,319350.15,190864.58,52536.36,35586.24,43999.84,,,,,,,,,,
31/03/1988,0.0237,0.0288,0.0039,0.0245,0.016,0.0258,,,8744.3,319341.33,233428.25,57266.63,35531.09,44392.22,,,,,,,,,,
29/04/1988,0.0227,0.0285,0.0038,0.0237,0.0146,0.0261,,,8744.3,319703.47,233725.63,57564.6,35606.66,44357.73,,,,,,,,,,
31/05/1988,0.0208,0.0283,0.0039,0.0243,0.0138,0.0257,,,8639.04,320092.23,233970.65,59520.21,35762.55,44392.22,,,,,,,,,,
30/06/1988,0.0245,0.0271,0.0041,0.0254,0.0127,0.0245,,,10679.48,323634.61,235528.64,59848.3,35887.7,44323.1,,,,,,,,,,
29/07/1988,0.024,0.0287,0.004,0.0253,0.0129,0.0238,0.0232,,10851.33,323931.78,235568.62,60047.67,36573.38,44313.54,7535.93,,,,,,,,,
31/08/1988,0.024,0.0297,0.0043,0.0273,0.013,0.0238,0.0233,,10851.33,324305.61,235718.91,60021.9,36670.03,44337.14,7535.93,,,,,,,,,
30/09/1988,0.0278,0.0287,0.0043,0.0267,0.0119,0.0221,0.0227,,12913.11,325461.38,236367.39,61934.69,36685.58,45545.16,7538.9,,,,,,,,,
31/10/1988,0.0266,0.0286,0.004,0.0251,0.0114,0.0213,0.021,,12949.49,326680.02,236851.53,62205.95,36722.79,45569.93,7538.9,,,,,,,,,
30/11/1988,0.0265,0.0294,0.0037,0.0249,0.0115,0.0218,0.02,,12975.65,326443.37,237918.19,62274.06,36727.57,45600.75,7538.9,,,,,,,,,
30/12/1988,0.0286,0.0313,0.0037,0.0296,0.0133,0.0212,0.0235,,13237.08,376085.23,242942.98,72305.6,39925.2,50911.56,9158.32,,,,,,,,,
31/01/1989,0.0264,0.0296,0.0037,0.0267,0.0173,0.0211,0.0246,,13341.7,378564.51,243424.33,72388.26,40133.01,50927.4,9139.91,,,,,,,,,
28/02/1989,0.031,0.0303,0.0037,0.0274,0.0183,0.0216,0.0243,,13330.28,378649.2,245392.14,73363.5,40076.88,51053.06,9158.32,,,,,,,,,
31/03/1989,0.0322,0.0297,0.0045,0.0297,0.0175,0.0211,0.0251,,13595.68,379334.94,334081.08,76558.29,40076.19,51166.88,9297.53,,,,,,,,,
28/04/1989,0.032,0.0284,0.0045,0.0296,0.0171,0.0205,0.0244,,13595.68,380021.94,339928.29,76580.64,40091.89,51213.6,9308.02,,,,,,,,,
31/05/1989,0.0337,0.0273,0.0048,0.0317,0.0167,0.0201,0.0245,,14071.31,381275.68,340070.28,76504.04,40135.71,51263.29,9618.18,,,,,,,,,
30/06/1989,0.0421,0.0275,0.0049,0.0326,0.0168,0.0192,0.013,,14834.85,382661.75,341624.25,76584.46,40158.18,51584.51,10601.37,,,,,,,,,
31/07/1989,0.0396,0.0256,0.0043,0.0284,0.016,0.0182,0.0116,,15030.44,382946.98,341704.84,77517.79,40210.75,51574.21,10601.37,,,,,,,,,
31/08/1989,0.0369,0.0253,0.0046,0.0292,0.0155,0.0176,0.0177,,15030.44,383204.35,341722.99,77339.39,40300.79,51606.35,10704.14,,,,,,,,,
29/09/1989,0.0468,0.0254,0.0043,0.0297,0.0151,0.0179,0.0173,,16928.88,384326.22,341992.12,80349.61,40318.57,52245.97,10700.35,,,,,,,,,
31/10/1989,0.0486,0.0262,0.0044,0.033,0.0163,0.0191,0.0184,,16928.88,385118.38,342342.43,79822.24,40458.37,52260.86,10781.26,,,,,,,,,
30/11/1989,0.0503,0.0258,0.0042,0.0314,0.0158,0.0181,0.0175,,16928.88,385436.7,342901.35,79884.04,40482.47,52284.04,10781.26,,,,,,,,,
29/12/1989,0.048,0.026,0.0042,0.0313,0.0182,0.0174,0.0168,,16896.3,421878.76,344633.44,83802.09,46895.77,58506.26,12271.95,,,,,,,,,
31/01/1990,0.0481,0.0282,0.0044,0.031,0.0194,0.0166,0.0151,,16896.3,423076.12,344847.22,83782.11,46920.22,59956.46,12636.59,,,,,,,,,
28/02/1990,0.0517,0.0278,0.0049,0.0319,0.0197,0.0167,0.0151,,16896.3,423849.68,345622.37,83942.57,46737.21,60038.96,12636.59,,,,,,,,,
30/03/1990,0.0545,0.0272,0.0056,0.0334,0.0187,0.0155,0.0155,,16954.07,424196.78,349156.77,84237.92,46879.64,60167.65,13478.18,,,,,,,,,
30/04/1990,0.0582,0.0282,0.0057,0.0362,0.0179,0.0167,0.0155,,16954.07,423329.47,349204.45,83960.76,46887.92,60157.37,13478.18,,,,,,,,,
31/05/1990,0.0541,0.0259,0.0048,0.032,0.0174,0.0165,0.0139,,16908.26,424248.32,349522.67,84334.6,46920.26,60157.37,13512.61,,,,,,,,,
29/06/1990,0.0567,0.0261,0.005,0.0304,0.0179,0.0162,0.0137,,17440.4,426504.56,350780.1,84364.59,46916.55,60431.88,13527.79,,,,,,,,,
31/07/1990,0.0544,0.0263,0.0049,0.0274,0.0182,0.0146,0.0134,0.0179,17424.96,426328.91,351090.31,84415.75,46878.68,60446.87,13528.27,147.48,,,,,,,,
31/08/1990,0.0547,0.0292,0.0054,0.0288,0.021,0.0171,0.0144,0.0144,17373.37,425801.25,350971.21,84241.28,46784.96,60553.59,13478.18,147.48,,,,,,,,
28/09/1990,0.0563,0.0311,0.0066,0.0323,0.0232,0.0214,0.0165,0.0141,17788.74,426472.27,351071.17,83283.5,46671.32,57966.44,13503.01,147.48,,,,,,,,
31/10/1990,0.0612,0.0314,0.0052,0.0304,0.0218,0.0198,0.0164,0.014,17788.74,426052.35,351391.78,83680.81,46754.33,57986.22,13503.01,147.48,,,,,,,,
30/11/1990,0.0621,0.0294,0.006,0.0287,0.0221,0.0196,0.0169,0.0145,17771.44,426710.4,350835.06,83350.4,46512.15,57962.9,13503.01,147.48,,,,,,,,
31/12/1990,0.0605,0.0299,0.0059,0.0317,0.0246,0.0223,0.0219,0.0153,17617,445316.94,348578.15,81767.83,46025.12,51319.62,15497.77,147.48,,,,,,,,
31/01/1991,0.0569,0.0284,0.0057,0.0309,0.0243,0.0222,0.0229,0.0192,17633.31,446314.83,348504.68,81789.3,45881.53,51257.7,15458.25,147.48,,,,,,,,
28/02/1991,0.0545,0.0257,0.005,0.0287,0.021,0.0186,0.0191,0.0219,17621.28,430535.52,348021.16,82220.03,45350.98,44103,13581.64,147.48,,,,,,,,
29/03/1991,0.0559,0.0257,0.006,0.0323,0.0209,0.0211,0.0229,0.0131,17833.31,447557.06,330510.1,83905.01,46191.02,51513.84,16063.21,429.43,,,,,,,,
30/04/1991,0.0493,0.0258,0.0058,0.0324,0.0211,0.0202,0.0223,0.011,17705.66,450662.87,330990.75,84068.78,46164.96,51555.94,15926.53,429.43,,,,,,,,
31/05/1991,0.0512,0.0249,0.0058,0.0328,0.0204,0.0192,0.0214,0.011,17892.48,451374.53,331184.36,84056.07,46141.32,51589.02,15926.53,429.43,,,,,,,,
28/06/1991,0.0477,0.0261,0.0063,0.0352,0.0214,0.0206,0.0229,0.0112,17039.35,451769.59,331087.65,84252.49,46077.62,51043.74,15889.53,429.43,,,,,,,,
31/07/1991,0.0455,0.0249,0.0062,0.0317,0.0208,0.0206,0.0215,0.0129,17068.76,452265.96,330960.2,83631.97,46068.88,51055.77,15926.53,429.43,,,,,,,,
30/08/1991,0.0458,0.0243,0.0066,0.031,0.0197,0.0187,0.0216,0.0127,17072.04,452482.56,330719.96,83693.62,46146.15,51049.15,15828.88,429.43,,,,,,,,
30/09/1991,0.0414,0.0247,0.006,0.0305,0.0193,0.0192,0.0214,0.0099,15735.64,452330.71,331133.67,83995.54,46091.29,52419.62,15820.63,429.43,,,,,,,,
31/10/1991,0.0388,0.0243,0.0058,0.0318,0.0193,0.0195,0.0205,0.0099,16640.27,451640.63,331103.37,84220.44,46052.57,52369.93,15643.99,429.43,,,,,,,,
29/11/1991,0.04,0.0253,0.0062,0.0331,0.0201,0.0199,0.0206,0.0093,16763.12,451486.09,331230.44,84144.7,45963.67,52363.47,15097.13,429.43,,,,,,,,
31/12/1991,0.041,0.0224,0.0061,0.0312,0.0216,0.0203,0.0183,0.0096,16603.43,430064.63,332585.59,88723.82,50716.29,54496.79,15593.9,448.38,,,,,,,,
31/01/1992,0.0429,0.0226,0.0064,0.0314,0.0206,0.0192,0.0182,0.0087,16643.27,431851.25,332594.45,88697.58,50775.02,54484.42,15947.42,448.38,,,,,,,,
28/02/1992,0.0429,0.0224,0.0069,0.032,0.0196,0.0193,0.0183,0.0073,16643.27,432350.35,333857.14,89021.33,50786.68,54555.8,16024.79,448.38,,,,,,,,
31/03/1992,0.0421,0.0229,0.0084,0.0342,0.0199,0.0196,0.0185,0.0028,16011,433389.86,328751.55,87485.9,51053.68,54528.72,15625.29,855.68,,,,,,,,
30/04/1992,0.0401,0.0226,0.009,0.0305,0.0191,0.0196,0.0182,0.0028,16413.16,433601.4,328278.64,87598.78,51006.81,54528.72,15307.02,889.01,,,,,,,,
29/05/1992,0.0389,0.0225,0.0083,0.0289,0.0187,0.0191,0.0168,0.0039,16120.11,433911.08,329035.77,87607.89,51061.87,54528.72,15535.6,839.68,,,,,,,,
30/06/1992,0.037,0.023,0.0092,0.03,0.0196,0.0197,0.0154,0.0036,16270.51,435120,327417.3,87568.49,51136.62,54081.31,15703.96,855.68,,,,,,,,
31/07/1992,0.0378,0.0222,0.0095,0.0313,0.0208,0.0212,0.0154,0.0038,16271.08,435597.65,327193.92,87452.63,51067.93,53984.18,15442.75,849.38,,,,,,,,
31/08/1992,0.0408,0.0227,0.0082,0.0319,0.0213,0.0218,0.0151,0.0033,16281.27,436155.43,327492.38,87489.08,50903.51,54023.54,15518.29,849.38,,,,,,,,
30/09/1992,0.0374,0.0224,0.0084,0.0322,0.0209,0.0223,0.0144,0.0036,12263.78,436551.74,327806.58,87528.18,50735.64,53871.4,15604.65,865.38,,,,,,,,
30/10/1992,0.0397,0.0221,0.0088,0.0352,0.0209,0.0218,0.0156,0.004,12225.98,437599.9,327435.67,87120.61,50705.46,53910.46,15339.74,865.38,,,,,,,,
30/11/1992,0.0392,0.0213,0.0087,0.0347,0.0205,0.0213,0.0159,0.0044,12183.87,438071.94,326617.39,87253.07,50686.33,53761.99,15230.28,907.4,,,,,,,,
31/12/1992,0.0356,0.0214,0.0088,0.0346,0.0216,0.022,0.0168,0.0044,12279.39,460898.55,328014.25,90936.94,52556.32,57673.25,20223.54,917.67,,,,,,,,
29/01/1993,0.0366,0.0213,0.0088,0.035,0.0223,0.0217,0.017,0.0041,12279.39,464153.81,327564.26,90991.27,52577.69,57816.04,20312.26,964.59,,,,,,,,
26/02/1993,0.0337,0.0211,0.0085,0.0358,0.0204,0.0203,0.0173,0.0039,12295.34,464816.1,328313.73,90915.24,55348.01,57948.34,20376.22,993.46,,,,,,,,
31/03/1993,0.0308,0.0206,0.0076,0.0331,0.0197,0.0201,0.0161,0.0036,12323.17,465630.4,314865.49,92059.38,55326.36,57915.11,20389.55,995.25,,,,,,,,
30/04/1993,0.0306,0.0212,0.0065,0.0322,0.0205,0.0199,0.0158,0.004,12359.31,465568.6,315478.48,92441.46,55568.74,57759.85,20424.69,992.44,,,,,,,,
31/05/1993,0.0297,0.0207,0.0062,0.0317,0.0208,0.0206,0.0144,0.0039,12206.48,466285.94,315954.28,93654.86,55338.47,57602.47,20018.23,992.44,,,,,,,,
30/06/1993,0.0264,0.0207,0.0064,0.0334,0.0201,0.0202,0.0146,0.0035,12495.54,467199.75,315825.85,93660.13,55357.11,57521.11,20059.39,1032.49,,,,,,,,
30/07/1993,0.0258,0.0208,0.0062,0.033,0.0188,0.0192,0.0142,0.0034,12680.76,467714.36,315740.86,93724.99,55357.11,57417.15,20059.39,1032.49,,,,,,,,
31/08/1993,0.0252,0.0201,0.006,0.0309,0.0175,0.0179,0.0131,0.0029,12676.77,468449.92,315908.99,93836.92,55548.28,57611.96,20154.26,1058.66,,,,,,,,
30/09/1993,0.0252,0.0202,0.0063,0.0309,0.0181,0.0178,0.0126,0.0028,15491.3,470570.45,316966.95,93343.5,55243.87,54998.82,20457.31,1058.66,,,,,,,,
29/10/1993,0.0223,0.0199,0.0065,0.0297,0.0173,0.0164,0.0121,0.0029,15491.3,472404.29,323616.79,93118.48,57674.84,55166.06,20423.74,1058.66,,,,,,,,
30/11/1993,0.0238,0.0203,0.0077,0.0297,0.0176,0.0165,0.0121,0.0022,15491.3,472848.7,323302.29,93033.06,57789.76,55229.3,20515.3,1234.71,,,,,,,,
31/12/1993,0.0209,0.0205,0.0076,0.0233,0.0159,0.0144,0.0136,0.0022,15598.39,515263.02,325591.88,115333.11,61322.2,53691.06,25586.02,1260.88,,,,,,,,
31/01/1994,0.0186,0.02,0.0065,0.0222,0.0153,0.0148,0.0124,0.0018,15636.61,517521.05,326595.91,115742.66,61364.53,53655.29,25629.75,1271.21,,,,,,,,
28/02/1994,0.0196,0.0204,0.0063,0.0233,0.0158,0.0154,0.0129,0.0017,15636.61,518430.21,328249.74,115440.9,61432.23,53777.72,25608.14,1287.36,,,,,,,,
31/03/1994,0.0213,0.0215,0.0069,0.0238,0.0166,0.0152,0.013,0.0038,15701.32,518843.44,354296.78,116095.76,61465.98,53787.04,25542.69,1777.09,,,,,,,,
29/04/1994,0.0208,0.0213,0.0066,0.0227,0.0161,0.0146,0.0132,0.0039,15708.96,519406.86,354660.18,116398.35,61455.51,53837.96,25564.53,1777.09,,,,,,,,
31/05/1994,0.0205,0.0211,0.0065,0.0237,0.0171,0.0153,0.013,0.0038,16064.22,520297.48,354881.02,116427.41,61442.44,53763.86,25608.88,1777.09,,,,,,,,
30/06/1994,0.0228,0.0217,0.0062,0.0238,0.0178,0.0158,0.0129,0.0036,16589.3,522530.4,355398.71,116556.61,61273.27,54233.44,25604.5,1847.85,,,,,,,,
29/07/1994,0.0219,0.0211,0.0064,0.0226,0.0167,0.0148,0.0134,0.0029,16664.51,523216.16,355459.35,116936.06,61160.98,54153.56,25668.58,2265.41,,,,,,,,
31/08/1994,0.0212,0.0203,0.0064,0.0218,0.0167,0.0145,0.0126,0.0027,16688.47,524033.74,356006.05,117075.21,63340.5,54123.91,25668.58,2352.23,,,,,,,,
30/09/1994,0.023,0.0207,0.0065,0.0229,0.018,0.0151,0.0127,0.0029,18116.9,526156.9,356665.88,118887.36,63636.49,56139.66,25698.16,2341.14,,,,,,,,
31/10/1994,0.0224,0.0204,0.0064,0.0215,0.0178,0.0147,0.0127,0.003,18144.77,528220.36,357640.78,119122.96,63920.93,56117.13,25656.56,2279.37,,,,,,,,
30/11/1994,0.023,0.0211,0.0068,0.0226,0.0174,0.0149,0.0129,0.003,18112.92,529253.52,358236.14,119018.48,65579.71,55997.48,25626.19,2279.37,,,,,,,,
