yyyymm,12M_forward,12M_Mom,9M_Mom,%_ch_D/P,5Y_val,,,,,,,,,,,,,,,,,
198311,-0.017092361,0.201097156,0.123868702,-0.012933068,0.757127772,,,,,,,,,,,,,,,,,
198312,0.013908765,0.172710466,0.078255753,0.013200037,0.716054521,,,,,,,,,,,,,,,,,
198401,0.0946368,0.124638679,-0.006142805,0.013572427,0.635244671,,,,,,,,,,,,,,,,,
198402,0.142918307,0.060786168,-0.032822218,0.044814245,0.631283756,,,,,,,,,,,,,,,,,
198403,0.126581174,0.040664226,-0.053119981,-0.009178333,0.566886505,,,,,,,,,,,,,,,,,
198404,0.116525694,-0.026578275,-0.015440453,0.000562058,0.572818396,,,,,,,,,,,,,,,,,
198405,0.230357587,-0.072910894,-0.084245742,0.069489431,0.519479209,,,,,,,,,,,,,,,,,
198406,0.225100116,-0.088810898,-0.077617872,-0.011312962,0.488485084,,,,,,,,,,,,,,,,,
198407,0.23682885,-0.07320374,-0.078813818,0.019967132,0.451305269,,,,,,,,,,,,,,,,,
198408,0.123711618,0.013868613,0.001682692,-0.093228074,0.524698134,,,,,,,,,,,,,,,,,
198409,0.091856134,0.000180647,0.007093919,0.006670113,0.519392609,,,,,,,,,,,,,,,,,
198410,0.133546445,0.015530419,0.016400465,0.006835684,0.631211943,,,,,,,,,,,,,,,,,
198411,0.21180676,-0.016947115,0.041512798,0.022176907,0.540881688,,,,,,,,,,,,,,,,,
198412,0.233754362,0.014005942,0.050634502,-0.015346513,0.549379285,,,,,,,,,,,,,,,,,
198501,0.16464882,0.099259531,0.12233677,-0.063621413,0.573493343,,,,,,,,,,,,,,,,,
198502,0.225051328,0.153635553,0.203520425,-0.002928427,0.594140419,,,,,,,,,,,,,,,,,
198503,0.279428243,0.134941576,0.179396788,0.008635242,0.769615046,,,,,,,,,,,,,,,,,
198504,0.269783875,0.123586379,0.193614762,0.008117198,0.691880704,,,,,,,,,,,,,,,,,
198505,0.266151496,0.259050149,0.137209023,-0.047996276,0.703973391,,,,,,,,,,,,,,,,,
198506,0.268101469,0.2524481,0.155027092,-0.008568478,0.679359244,,,,,,,,,,,,,,,,,
198507,0.212485658,0.267224213,0.149497261,0.009194433,0.569162489,,,,,,,,,,,,,,,,,
198508,0.293325346,0.131689465,0.15313608,0.016489091,0.541346625,,,,,,,,,,,,,,,,,
198509,0.239355882,0.096207104,0.088734752,0.040392211,0.451299219,,,,,,,,,,,,,,,,,
198510,0.25101,0.142874345,0.056727718,-0.03832847,0.489134698,,,,,,,,,,,,,,,,,
198511,0.209227113,0.235909035,0.115790055,-0.058698113,0.438727583,,,,,,,,,,,,,,,,,
198512,0.136455691,0.263334131,0.169489649,-0.040689503,0.556275781,,,,,,,,,,,,,,,,,
198601,0.257872035,0.178979012,0.177667797,0.002690396,0.634735623,,,,,,,,,,,,,,,,,
198602,0.225080683,0.252386997,0.197151147,-0.062017884,0.728650872,,,,,,,,,,,,,,,,,
198603,0.199680823,0.322373519,0.24524368,-0.045385334,0.756617647,,,,,,,,,,,,,,,,,
198604,0.202413864,0.309681366,0.233605699,0.017728178,0.77336044,,,,,,,,,,,,,,,,,
198605,0.159421353,0.304932735,0.311297249,-0.044679365,0.865525304,,,,,,,,,,,,,,,,,
198606,0.192212416,0.307479802,0.377636204,-0.010652068,0.911744532,,,,,,,,,,,,,,,,,
198607,0.299784553,0.236748376,0.243915288,0.068020117,0.803544149,,,,,,,,,,,,,,,,,
198608,0.26537364,0.340878969,0.251075827,-0.061485748,1.059858295,,,,,,,,,,,,,,,,,
198609,0.330221423,0.27043058,0.094850435,0.099203543,0.991048373,,,,,,,,,,,,,,,,,
198610,0.031509152,0.285322938,0.152044575,-0.04996563,1.001640824,,,,,,,,,,,,,,,,,
198611,-0.078953234,0.232724934,0.098272519,-0.019054996,0.972457459,,,,,,,,,,,,,,,,,
198612,0.020072212,0.146204089,0.013687735,0.0311916,0.976091391,,,,,,,,,,,,,,,,,
198701,-0.064071613,0.294173199,0.163722826,-0.114291624,1.27641196,,,,,,,,,,,,,,,,,
198702,-0.059363103,0.252423762,0.148979179,-0.033284892,1.512598356,,,,,,,,,,,,,,,,,
198703,-0.119322616,0.221012976,0.162892681,-0.023369307,1.605394784,,,,,,,,,,,,,,,,,
198704,-0.098425723,0.22435462,0.221243436,0.018860317,1.476468568,,,,,,,,,,,,,,,,,
198705,-0.101270687,0.172832019,0.146957656,0.001102083,1.592956739,,,,,,,,,,,,,,,,,
198706,-0.10572608,0.211927922,0.314196784,-0.038955767,1.773469574,,,,,,,,,,,,,,,,,
198707,-0.158249111,0.349568016,0.306090663,-0.04077609,1.975627976,,,,,,,,,,,,,,,,,
198708,-0.231975648,0.30391808,0.323328786,-0.028522121,1.759601707,,,,,,,,,,,,,,,,,
198709,-0.168552327,0.391276154,0.328942478,0.030320745,1.672562697,,,,,,,,,,,,,,,,,
198710,0.102508842,0.032010821,-0.08132662,0.28554804,0.883105228,,,,,,,,,,,,,,,,,
198711,0.172649809,-0.075916861,-0.189655172,0.099589264,0.662335787,,,,,,,,,,,,,,,,,
198712,0.116901241,0.020275013,-0.152965375,-0.062593096,0.756825939,,,,,,,,,,,,,,,,,
198801,0.145964958,-0.062062172,-0.108510196,-0.03376621,0.769236063,,,,,,,,,,,,,,,,,
198802,0.075627029,-0.057635468,-0.076801103,-0.035088539,0.808861272,,,,,,,,,,,,,,,,,
198803,0.13013132,-0.112478574,-0.148388158,0.039919587,0.692533996,,,,,,,,,,,,,,,,,
198804,0.169626356,-0.093736995,-0.179909622,0.000990394,0.589405182,,,,,,,,,,,,,,,,,
198805,0.200989673,-0.096311617,-0.205093996,0.007129384,0.614385122,,,,,,,,,,,,,,,,,
198806,0.150686866,-0.100328947,-0.150172451,-0.031674356,0.626910951,,,,,,,,,,,,,,,,,
198807,0.240794369,-0.146362895,0.080344732,0.013795848,0.673351378,,,,,,,,,,,,,,,,,
198808,0.295556691,-0.207034566,0.13556231,0.048710981,0.590754258,,,,,,,,,,,,,,,,,
198809,0.2500305,-0.155112948,0.100493767,-0.030349418,0.637321611,,,,,,,,,,,,,,,,,
198810,0.198899632,0.107947099,0.085190804,-0.015344085,0.705716906,,,,,,,,,,,,,,,,,
198811,0.234377257,0.188449848,0.021955044,0.029557378,0.644831731,,,,,,,,,,,,,,,,,
198812,0.240987148,0.124008418,0.072733593,-0.004602712,0.683865882,,,,,,,,,,,,,,,,,
198901,0.100987503,0.157155639,0.13829258,-0.058062605,0.820390429,,,,,,,,,,,,,,,,,
198902,0.138861447,0.078560227,0.101846201,0.038914603,0.839169744,,,,,,,,,,,,,,,,,
198903,0.14223455,0.138977944,0.078135283,-0.011793917,0.85243121,,,,,,,,,,,,,,,,,
198904,0.066103631,0.184862052,0.138298655,-0.036380644,0.934645423,,,,,,,,,,,,,,,,,
198905,0.119570198,0.222612145,0.22560416,-0.022596314,1.12899369,,,,,,,,,,,,,,,,,
198906,0.118600363,0.162632541,0.169431062,0.01969156,1.075858467,,,,,,,,,,,,,,,,,
198907,0.028682028,0.272259393,0.240563501,-0.070383545,1.297092792,,,,,,,,,,,,,,,,,
198908,-0.085778288,0.343874273,0.28407015,-0.003827135,1.108531317,,,,,,,,,,,,,,,,,
198909,-0.131753142,0.28406458,0.257201498,0.018159578,1.10204696,,,,,,,,,,,,,,,,,
198910,-0.11297618,0.220059505,0.144182607,0.036051359,1.049250406,,,,,,,,,,,,,,,,,
198911,-0.071175331,0.264121301,0.19777747,-0.006562813,1.115111872,,,,,,,,,,,,,,,,,
198912,-0.067841461,0.272504681,0.198494252,-0.011399195,1.11313083,,,,,,,,,,,,,,,,,
199001,0.044137266,0.106262816,0.062782586,0.082422341,0.831987975,,,,,,,,,,,,,,,,,
199002,0.100748977,0.148964896,0.035473605,-0.000671573,0.831723605,,,,,,,,,,,,,,,,,
199003,0.098743389,0.152847017,0.069060947,-0.016056347,0.88165615,,,,,,,,,,,,,,,,,
199004,0.126344961,0.068337424,-0.044151641,0.038071537,0.839515098,,,,,,,,,,,,,,,,,
199005,0.076195872,0.127012355,0.027827571,-0.075028692,0.905724083,,,,,,,,,,,,,,,,,
199006,0.036044386,0.125919869,0.025404554,0.019013701,0.866145426,,,,,,,,,,,,,,,,,
199007,0.085163539,0.029097319,0.046392055,0.010163508,0.865441022,,,,,,,,,,,,,,,,,
199008,0.203684615,-0.082202305,-0.06771872,0.109505608,0.710014314,,,,,,,,,,,,,,,,,
199009,0.236895962,-0.123442646,-0.133984154,0.059046469,0.680854569,,,,,,,,,,,,,,,,,
199010,0.25540692,-0.106828064,-0.076212471,0.013889479,0.601517227,,,,,,,,,,,,,,,,,
199011,0.152277979,-0.068701408,-0.02913616,-0.049895595,0.593807192,,,,,,,,,,,,,,,,,
199012,0.233542927,-0.065591398,-0.028593281,-0.017396996,0.56294964,,,,,,,,,,,,,,,,,
199101,0.172763428,0.045125805,0.039691657,-0.039227226,0.6239966,,,,,,,,,,,,,,,,,
199102,0.117168371,0.105998976,0.016166985,-0.062419962,0.617618544,,,,,,,,,,,,,,,,,
199103,0.073134736,0.103783021,0.048042009,-0.021073901,0.57061532,,,,,,,,,,,,,,,,,
199104,0.100299107,0.134673519,0.053909869,0.000668994,0.593707541,,,,,,,,,,,,,,,,,
199105,0.063410792,0.079173934,0.208550347,-0.036159483,0.576025874,,,,,,,,,,,,,,,,,
199106,0.094977016,0.03670186,0.212743016,0.051366366,0.479668314,,,,,,,,,,,,,,,,,
199107,0.089713087,0.088895128,0.275690789,-0.039569046,0.642427579,,,,,,,,,,,,,,,,,
199108,0.045964655,0.225911458,0.227205015,-0.015842752,0.563396987,,,,,,,,,,,,,,,,,
199109,0.074358399,0.267309263,0.1745503,0.02307624,0.676724883,,,,,,,,,,,,,,,,,
199110,0.064672284,0.290986842,0.141104294,-0.013653216,0.608574473,,,,,,,,,,,,,,,,,
199111,0.139407305,0.164483893,0.02220285,0.043897344,0.505577401,,,,,,,,,,,,,,,,,
199112,0.043674859,0.263067046,0.111587868,-0.102151832,0.722302515,,,,,,,,,,,,,,,,,
199201,0.070796572,0.188584886,0.089090182,0.023673343,0.491498832,,,,,,,,,,,,,,,,,
199202,0.071706253,0.124308715,0.058666598,-0.006205693,0.452146376,,,,,,,,,,,,,,,,,
199203,0.112304568,0.075875486,0.087644143,0.025673101,0.383921838,,,,,,,,,,,,,,,,,
199204,0.059048421,0.105501532,0.069982723,-0.027238422,0.438999861,,,,,,,,,,,,,,,,,
199205,0.080548178,0.065464433,0.050375541,-0.001076545,0.431747673,,,,,,,,,,,,,,,,,
199206,0.098814415,0.099633581,0.052286908,0.017558135,0.342565789,,,,,,,,,,,,,,,,,
199207,0.054854753,0.093860396,0.080899964,-0.035929832,0.331230779,,,,,,,,,,,,,,,,,
199208,0.112997391,0.047037402,0.103432653,0.026662494,0.25539721,,,,,,,,,,,,,,,,,
199209,0.093894844,0.077192802,0.00170227,-0.007020674,0.298200914,,,,,,,,,,,,,,,,,
199210,0.110998077,0.066809356,0.024193351,-0.002367521,0.66281425,,,,,,,,,,,,,,,,,
199211,0.068190417,0.149592239,0.045190211,-0.029639217,0.87299175,,,,,,,,,,,,,,,,,
199212,0.068173949,0.044642643,0.079318289,-0.010270371,0.763436944,,,,,,,,,,,,,,,,,
199301,0.093136509,0.073362851,0.057428606,-0.004487104,0.706850274,,,,,,,,,,,,,,,,,
199302,0.052201808,0.074339714,0.067485253,-0.007872151,0.655514898,,,,,,,,,,,,,,,,,
199303,-0.013148701,0.118853576,0.106654579,-0.015885739,0.744640581,,,,,,,,,,,,,,,,,
199304,0.024061311,0.060826606,0.037670022,0.027288348,0.684421995,,,,,,,,,,,,,,,,,
199305,0.01394089,0.083881064,0.087336666,-0.021070212,0.71723375,,,,,,,,,,,,,,,,,
199306,-0.013992182,0.10386142,0.078338918,0.000419666,0.647276051,,,,,,,,,,,,,,,,,
199307,0.022331518,0.056387167,0.070340117,0.005251224,0.647415631,,,,,,,,,,,,,,,,,
199308,0.025431056,0.119629012,0.07467254,-0.033393959,0.772560416,,,,,,,,,,,,,,,,,
199309,0.008202815,0.098444232,0.053292327,0.009983806,0.687801111,,,,,,,,,,,,,,,,,
199310,0.009615254,0.117392758,0.066206299,-0.017511676,0.676990357,,,,,,,,,,,,,,,,,
199311,-0.017696097,0.070569143,0.041521945,0.014647035,0.687212276,,,,,,,,,,,,,,,,,
199312,-0.015512561,0.070551514,0.032723006,-0.008468801,0.67956935,,,,,,,,,,,,,,,,,
199401,-0.023508745,0.097611559,0.094095731,-0.028143331,0.619020405,,,,,,,,,,,,,,,,,
199402,0.042435625,0.053588344,0.03765077,0.034521151,0.617184795,,,,,,,,,,,,,,,,,
199403,0.116223967,-0.013062634,-0.010565334,0.051522658,0.511750941,,,,,,,,,,,,,,,,,
199404,0.132335872,0.02435312,0.006203557,-0.008077123,0.456239504,,,,,,,,,,,,,,,,,
199405,0.155661006,0.014038517,-0.015208387,-0.008966714,0.424279296,,,,,,,,,,,,,,,,,
199406,0.203894488,-0.013894746,-0.031943869,0.030980722,0.397163344,,,,,,,,,,,,,,,,,
199407,0.204193719,0.022582733,-0.020477524,-0.028294187,0.324115811,,,,,,,,,,,,,,,,,
199408,0.166921422,0.025757184,0.02968882,-0.034075117,0.352966283,,,,,,,,,,,,,,,,,
199409,0.233502283,0.00823655,-0.008018008,0.029976744,0.325247028,,,,,,,,,,,,,,,,,
199410,0.207890736,0.009661629,-0.019227176,-0.014170077,0.387795276,,,,,,,,,,,,,,,,,
199411,0.288425696,-0.01754044,-0.028792225,0.047725875,0.311280673,,,,,,,,,,,,,,,,,
199412,0.293495048,-0.015392861,0.030284676,-0.00593777,0.299575552,,,,,,,,,,,,,,,,,
199501,0.301604097,-0.023234567,0.043268058,-0.023702224,0.429500425,,,,,,,,,,,,,,,,,
199502,0.273075202,0.043348889,0.067643644,-0.034818113,0.468528729,,,,,,,,,,,,,,,,,
199503,0.253998119,0.123247415,0.127039863,-0.026602225,0.472936401,,,,,,,,,,,,,,,,,
199504,0.239763621,0.14149165,0.123207856,-0.022494591,0.55595526,,,,,,,,,,,,,,,,,
199505,0.226691804,0.168430045,0.121766562,-0.030401854,0.476621543,,,,,,,,,,,,,,,,,
199506,0.207890595,0.226168771,0.177303279,-0.016144609,0.521563041,,,,,,,,,,,,,,,,,
199507,0.129781443,0.226535734,0.189922727,-0.025625345,0.578155272,,,,,,,,,,,,,,,,,
199508,0.14874092,0.181661409,0.238466795,0.005637601,0.741939484,,,,,,,,,,,,,,,,,
199509,0.162182636,0.263015712,0.272475886,-0.033475222,0.909524587,,,,,,,,,,,,,,,,,
199510,0.192969736,0.231078649,0.236129416,0.010260675,0.912828947,,,,,,,,,,,,,,,,,
199511,0.223549832,0.3343252,0.242064876,-0.034432597,0.87874744,,,,,,,,,,,,,,,,,
199512,0.184516366,0.341106539,0.230113239,-0.012057489,0.865211071,,,,,,,,,,,,,,,,,
199601,0.211930325,0.352025849,0.235686115,-0.024191214,0.849271654,,,,,,,,,,,,,,,,,
199602,0.210930556,0.313999056,0.200656168,0.000648152,0.744708094,,,,,,,,,,,,,,,,,
199603,0.159496551,0.289169379,0.184947223,-0.000391331,0.720324077,,,,,,,,,,,,,,,,,
199604,0.20291807,0.27094869,0.163879301,-0.009314565,0.742826695,,,,,,,,,,,,,,,,,
199605,0.237247354,0.254443195,0.190859258,-0.018448803,0.7164405,,,,,,,,,,,,,,,,,
199606,0.277528255,0.231078476,0.14753341,0.001699601,0.806848798,,,,,,,,,,,,,,,,,
199607,0.39957756,0.138579511,0.100515907,0.057508032,0.65016374,,,,,,,,,,,,,,,,,
199608,0.321776477,0.160372321,0.077010754,-0.009580247,0.648812685,,,,,,,,,,,,,,,,,
199609,0.320809292,0.176075016,0.115889793,-0.042884096,0.772056928,,,,,,,,,,,,,,,,,
199610,0.25992797,0.212846088,0.108880224,-0.020261793,0.797049381,,,,,,,,,,,,,,,,,
199611,0.232740428,0.250507954,0.18204956,-0.06340566,1.017536379,,,,,,,,,,,,,,,,,
199612,0.270089586,0.202636663,0.147544539,0.027377286,0.775971613,,,,,,,,,,,,,,,,,
199701,0.220677911,0.236061759,0.201767125,-0.054403761,0.92313902,,,,,,,,,,,,,,,,,
199702,0.282846292,0.234826601,0.181880679,-0.002342306,0.916210322,,,,,,,,,,,,,,,,,
199703,0.375133342,0.172920217,0.128968284,0.048220863,0.875498526,,,,,,,,,,,,,,,,,
199704,0.327405303,0.224972102,0.252191577,-0.053049374,0.93117243,,,,,,,,,,,,,,,,,
199705,0.251474216,0.267754663,0.3010629,-0.053207457,1.042325749,,,,,,,,,,,,,,,,,
199706,0.247619556,0.319863412,0.287832274,-0.039489092,1.168716617,,,,,,,,,,,,,,,,,
199707,0.160714391,0.491194625,0.353084634,-0.068956682,1.249569789,,,,,,,,,,,,,,,,,
199708,0.062290229,0.379576374,0.188172043,0.064948655,1.172475424,,,,,,,,,,,,,,,,,
199709,0.071027509,0.378242714,0.278829279,-0.046909085,1.267304931,,,,,,,,,,,,,,,,,
199710,0.183346958,0.296836672,0.163401852,0.039403678,1.18453234,,,,,,,,,,,,,,,,,
199711,0.197169607,0.262053843,0.208113098,-0.039286858,1.214906688,,,,,,,,,,,,,,,,,
199712,0.236403964,0.31008181,0.281738694,-0.012000623,1.227238301,,,,,,,,,,,,,,,,,
199801,0.266495822,0.246921746,0.223300971,-0.006981899,1.234103651,,,,,,,,,,,,,,,,,
199802,0.165602303,0.326901191,0.237020795,-0.062928204,1.366683206,,,,,,,,,,,,,,,,,
199803,0.154924474,0.45518544,0.24471835,-0.044637905,1.439280891,,,,,,,,,,,,,,,,,
199804,0.183130764,0.387363666,0.165002253,-0.002468805,1.525613939,,,,,,,,,,,,,,,,,
199805,0.176848941,0.285919743,0.212736389,0.025855102,1.423021391,,,,,,,,,,,,,,,,,
199806,0.191176786,0.280972502,0.196942826,-0.031688817,1.516680354,,,,,,,,,,,,,,,,,
199807,0.170289352,0.174349516,0.225284818,0.015830622,1.500769866,,,,,,,,,,,,,,,,,
199808,0.321601644,0.064271182,0.001967762,0.1753893,1.065061696,,,,,,,,,,,,,,,,,
199809,0.232108077,0.073610759,0.04799934,-0.054966776,1.21604602,,,,,,,,,,,,,,,,,
199810,0.215536437,0.201231112,0.120771616,-0.073334212,1.348438535,,,,,,,,,,,,,,,,,
199811,0.176974837,0.217950597,0.108916081,-0.0548087,1.519825029,,,,,,,,,,,,,,,,,
199812,0.178364109,0.266685902,0.11570683,-0.052354437,1.635287812,,,,,,,,,,,,,,,,,
199901,0.085928455,0.305382136,0.151014167,-0.034369913,1.65700463,,,,,,,,,,,,,,,,,
199902,0.098430483,0.180103684,0.135228544,0.038729457,1.650875541,,,,,,,,,,,,,,,,,
199903,0.152693695,0.167569775,0.134525153,-0.032362793,1.885725823,,,,,,,,,,,,,,,,,
199904,0.084171902,0.200971441,0.19141228,-0.03657444,1.961078708,,,,,,,,,,,,,,,,,
199905,0.087300669,0.193450798,0.359936487,0.025584965,1.851722854,,,,,,,,,,,,,,,,,
199906,0.057944061,0.210673464,0.34975074,-0.051645099,2.089810251,,,,,,,,,,,,,,,,,
199907,0.074038623,0.185647871,0.209389535,0.037145765,1.899552646,,,,,,,,,,,,,,,,,
199908,0.139240559,0.3793352,0.134733549,0.010218168,1.776887487,,,,,,,,,,,,,,,,,
199909,0.113241533,0.261256035,0.043506911,0.033383843,1.772168313,,,,,,,,,,,,,,,,,
199910,0.047617982,0.240527183,0.065088619,-0.057897044,1.885423944,,,,,,,,,,,,,,,,,
199911,-0.054720625,0.193601059,0.121599251,-0.017703874,2.061363486,,,,,,,,,,,,,,,,,
199912,-0.106908231,0.195260448,0.142167495,-0.053717216,2.199098569,,,,,,,,,,,,,,,,,
200001,-0.020613162,0.089728361,0.044398508,0.055104409,1.964287233,,,,,,,,,,,,,,,,,
200002,-0.09713119,0.103437694,0.049606711,0.021949419,1.803545415,,,,,,,,,,,,,,,,,
200003,-0.255813546,0.164968088,0.091694531,-0.086920929,1.992910068,,,,,,,,,,,,,,,,,
200004,-0.150526558,0.087815875,0.093104642,0.030586337,1.821841425,,,,,,,,,,,,,,,,,
200005,-0.123290572,0.091224728,0.075877947,0.02122135,1.663292088,,,,,,,,,,,,,,,,,
200006,-0.172263686,0.059655718,0.134005348,-0.024501226,1.670215695,,,,,,,,,,,,,,,,,
200007,-0.166618323,0.076848395,0.04981914,0.009370343,1.545689072,,,,,,,,,,,,,,,,,
200008,-0.291802087,0.149400565,0.092712991,-0.063990058,1.701074963,,,,,,,,,,,,,,,,,
200009,-0.32209241,0.119902394,-0.022283478,0.048869626,1.45805171,,,,,,,,,,,,,,,,,
200010,-0.299193436,0.048769929,0.025056294,0.003418732,1.458125537,,,,,,,,,,,,,,,,,
200011,-0.143252952,-0.053250391,-0.037667774,0.085345871,1.172142657,,,,,,,,,,,,,,,,,
200012,-0.139752853,-0.101391867,-0.1189793,-0.005583255,1.143555274,,,,,,,,,,,,,,,,,
200101,-0.189499474,-0.020402163,-0.059500286,-0.039375637,1.147746926,,,,,,,,,,,,,,,,,
200102,-0.11365327,-0.092563048,-0.127171618,0.09490279,0.936105429,,,,,,,,,,,,,,,,,
200103,-0.01121465,-0.225713676,-0.202303039,0.062007566,0.797567777,,,,,,,,,,,,,,,,,
200104,-0.148606343,-0.139745117,-0.126758595,-0.076898784,0.909992815,,,,,,,,,,,,,,,,,
200105,-0.162806573,-0.115993242,-0.172539666,-0.011055101,0.87682329,,,,,,,,,,,,,,,,,
200106,-0.212709536,-0.158242816,-0.14764255,0.0194253,0.825775763,,,,,,,,,,,,,,,,,
200107,-0.284168415,-0.153477352,-0.152630474,0.011965994,0.892694742,,,,,,,,,,,,,,,,,
200108,-0.213043264,-0.253083654,-0.137929199,0.069629354,0.738646298,,,,,,,,,,,,,,,,,
200109,-0.244335552,-0.275368776,-0.211576332,0.090153421,0.514513102,,,,,,,,,,,,,,,,,
200110,-0.179370585,-0.258584021,-0.224178447,-0.01769613,0.502658556,,,,,,,,,,,,,,,,,
200111,-0.196354351,-0.133465151,-0.081044244,-0.069836958,0.505178199,,,,,,,,,,,,,,,,,
200112,-0.26612892,-0.130426879,-0.010557341,-0.00743492,0.54990955,,,,,,,,,,,,,,,,,
200201,-0.27823004,-0.172626848,-0.095449234,0.015607235,0.437620841,,,,,,,,,,,,,,,,,
200202,-0.274394997,-0.107432618,-0.118719243,0.02098598,0.399471435,,,,,,,,,,,,,,,,,
200203,-0.302152199,-0.011152,-0.062911419,-0.035639262,0.515466505,,,,,,,,,,,,,,,,,
200204,-0.160840167,-0.138091656,-0.11088728,0.072413092,0.343898969,,,,,,,,,,,,,,,,,
200205,-0.102071559,-0.150244462,-0.058610773,0.015729703,0.258004432,,,,,,,,,,,,,,,,,
200206,-0.015578225,-0.191609088,-0.049119065,0.085094415,0.11825248,,,,,,,,,,,,,,,,,
200207,0.082794789,-0.247360122,-0.139802601,0.080354736,-0.044713871,,,,,,,,,,,,,,,,,
200208,0.095640588,-0.191878826,-0.19604195,-0.009846202,0.018455313,,,,,,,,,,,,,,,,,
200209,0.200173258,-0.216775222,-0.28986656,0.117951584,-0.139335782,,,,,,,,,,,,,,,,,
200210,0.170775372,-0.164203891,-0.216280304,-0.074216405,-0.031554088,,,,,,,,,,,,,,,,,
200211,0.122378012,-0.178278994,-0.153985163,-0.048535362,-0.01998116,,,,,,,,,,,,,,,,,
200212,0.234126189,-0.233659675,-0.233198825,0.070312302,-0.09337098,,,,,,,,,,,,,,,,,
200301,0.279052565,-0.242877367,-0.205419158,0.031385743,-0.127086139,,,,,,,,,,,,,,,,,
200302,0.30833751,-0.239968195,-0.211771651,0.020452354,-0.1984009,,,,,,,,,,,,,,,,,
200303,0.283520415,-0.260774453,-0.143088067,-0.005222576,-0.230152031,,,,,,,,,,,,,,,,,
200304,0.188659671,-0.148571853,0.005813826,-0.076091592,-0.175246233,,,,,,,,,,,,,,,,,
200305,0.15102503,-0.097035066,0.051873765,-0.049584435,-0.116637025,,,,,,,,,,,,,,,,,
200306,0.157585332,-0.015457512,0.195292473,-0.012409191,-0.140522472,,,,,,,,,,,,,,,,,
200307,0.106609849,0.086318861,0.11803423,-0.007413829,-0.116323271,,,,,,,,,,,,,,,,,
200308,0.091179225,0.100363509,0.076577202,-0.009099851,0.052993899,,,,,,,,,,,,,,,,,
200309,0.112515795,0.221614395,0.13201564,0.020722953,-0.020688095,,,,,,,,,,,,,,,,,
200310,0.072928482,0.186224259,0.22789529,-0.036878868,-0.04365278,,,,,,,,,,,,,,,,,
200311,0.103694036,0.130181243,0.258039589,0.008617985,-0.090604402,,,,,,,,,,,,,,,,,
200312,0.086117628,0.26380396,0.310948148,-0.033508299,-0.095433727,,,,,,,,,,,,,,,,,
200401,0.043372998,0.321876826,0.233619073,-0.004939151,-0.116056078,,,,,,,,,,,,,,,,,
200402,0.049964832,0.361160316,0.188202451,-0.000104111,-0.075416085,,,,,,,,,,,,,,,,,
200403,0.0471563,0.327795987,0.155667977,0.028788792,-0.124505391,,,,,,,,,,,,,,,,,
200404,0.043776174,0.207629891,0.118134725,0.027951458,-0.170673617,,,,,,,,,,,,,,,,,
200405,0.061277374,0.163025768,0.111774685,-0.001492693,-0.139156886,,,,,,,,,,,,,,,,,
200406,0.043305497,0.17068065,0.145456188,-0.007388628,-0.168914046,,,,,,,,,,,,,,,,,
200407,0.113534187,0.112500126,0.048548125,0.045917749,-0.17084111,,,,,,,,,,,,,,,,,
200408,0.099963998,0.095465323,0.043507844,0.007647806,-0.163714301,,,,,,,,,,,,,,,,,
200409,0.097568569,0.119089932,0.002392258,0.000486095,-0.131074054,,,,,,,,,,,,,,,,,
200410,0.065751619,0.075653606,-0.000822187,-0.009034533,-0.170757119,,,,,,,,,,,,,,,,,
200411,0.062464077,0.109261009,0.025224029,-0.032510533,-0.154862446,,,,,,,,,,,,,,,,,
200412,0.029568736,0.089934528,0.076104812,-0.026782373,-0.175143781,,,,,,,,,,,,,,,,,
200501,0.080332445,0.044327354,0.066802131,0.039719517,-0.152883553,,,,,,,,,,,,,,,,,
200502,0.062058504,0.051234126,0.073990791,-0.005551724,-0.119158092,,,,,,,,,,,,,,,,,
200503,0.09239599,0.048285844,0.034842747,0.032818594,-0.212194211,,,,,,,,,,,,,,,,,
200504,0.124791884,0.044748487,0.050039938,0.032293189,-0.203507226,,,,,,,,,,,,,,,,,
200505,0.063874747,0.063193775,0.079022676,-0.01800419,-0.161269886,,,,,,,,,,,,,,,,,
200506,0.064104038,0.044256863,0.068860019,0.011419359,-0.180991338,,,,,,,,,,,,,,,,,
200507,0.033840511,0.120230186,0.092001416,-0.026323659,-0.137437711,,,,,,,,,,,,,,,,,
200508,0.066177103,0.105131131,0.03962277,0.020069984,-0.195924042,,,,,,,,,,,,,,,,,
200509,0.083521572,0.102487035,0.013936563,0.001589034,-0.144586533,,,,,,,,,,,,,,,,,
200510,0.132443403,0.067961423,0.021790107,0.029834462,-0.155582762,,,,,,,,,,,,,,,,,
200511,0.114194671,0.06445622,0.038118976,-0.022942047,-0.049788965,,,,,,,,,,,,,,,,,
200512,0.127684357,0.030010232,0.057344209,0.012267038,-0.054526313,,,,,,,,,,,,,,,,,
200601,0.116497568,0.083647261,0.106522021,-0.01652511,-0.062905835,,,,,,,,,,,,,,,,,
200602,0.093956268,0.064024593,0.074830046,0.007996637,0.032840299,,,,,,,,,,,,,,,,,
200603,0.092852018,0.096799058,0.086911267,-0.002687945,0.115949773,,,,,,,,,,,,,,,,,
200604,0.123149481,0.132912651,0.061927758,-0.002569476,0.048941143,,,,,,,,,,,,,,,,,
200605,0.186585118,0.065958875,0.040775856,0.041665231,0.011363093,,,,,,,,,,,,,,,,,
